GENE	CHR	START	TWAS.Z
COL4A2	13	110305812	0.2472
CLDN10	13	95433604	-0.95902
UBAC2	13	99200774	-0.32633
ARGLU1	13	106541673	-3.58741
BIVM	13	102799049	-2.20436
KDELC1	13	102784281	1.1918
NEK3	13	52132639	-1.8972
CKAP2	13	52455429	-0.96144
TBC1D4	13	75284665	0.37821
BORA	13	72727749	-0.83308
LRCH1	13	46553168	1.98919
SUCLA2	13	47936491	-1.30881
RCBTB1	13	49531946	0.43253
MED4	13	48053323	1.55271
PHF11	13	49495610	0.04241
LMO7	13	75620434	-5.65705
ITM2B	13	48233158	-1.30881
SPRY2	13	80335976	1.37773
RCBTB2	13	48488959	1.86774
LCP1	13	46125920	0.8225
SETDB2	13	49444374	-2.01764
NUP58	13	25301524	-0.28025
SLC46A3	13	28700064	-0.92481
SLC7A1	13	29509410	-1.04109
N4BP2L1	13	32400723	-0.11926
WDFY2	13	51584455	-1.74264
HNRNPA1L2	13	52640786	-1.54657
RB1	13	48303751	2.94179
SLAIN1	13	77697854	-1.3804
RBM26	13	79311824	-2.4119
ZIC5	13	99962964	-0.25784
RAB20	13	110523066	0.30628
CUL4A	13	113208193	0.437
KLHL1	13	69700594	0.15454
DCUN1D2	13	113455819	-0.74106
TMCO3	13	113490995	-1.19082
EEF1AKMT1	13	20728731	-2.42673
SAP18	13	21140514	-0.52059
FAM124A	13	51222334	1.15655
FREM2	13	38687129	0.88782
SACS	13	23328826	-1.33533
GPR180	13	94601903	-1.97572
ING1	13	110712736	0.3606
ADPRHL1	13	113399610	2.54052
SLITRK5	13	87672615	-0.0232
CRYL1	13	20403667	-1.12957
MICU2	13	21492691	0.16694
AMER2	13	25161684	0.13976
UPF3A	13	114281584	-0.70883
TPT1-AS1	13	45341345	-1.36309
NAA16	13	41311205	1.94377
MRPL57	13	21176645	0.43021
SLC25A30	13	45393316	0.97698
PCCA	13	100089015	1.29383
DLEU1	13	50082171	0.51856
SLITRK1	13	83877205	-1.74942
KCTD12	13	76880166	-1.72161
GPC5	13	91398607	-0.87002
SERTM1	13	36673912	-1.17533
MAB21L1	13	35474182	0.39299
ZDHHC20	13	21372573	0.369
GPC6	13	93226842	-0.01216
PCDH9	13	66302834	-1.26268
HS6ST3	13	96090839	2.23265
LAMP1	13	113297241	0.01384
GRK1	13	113667155	-0.55195
RASA3	13	113977783	1.89609
DLEU7	13	50711008	0.8492
COL4A1	13	110148963	0.33741
COMMD6	13	75525219	-1.96304
GTF2F2	13	45120515	-1.39801
NHLRC3	13	39038306	2.00244
HMGB1	13	30456704	-0.03219
NEK5	13	52033611	-0.49239
TFDP1	13	113584721	-1.66656
KCNRG	13	50015254	0.38964
FAM155A	13	107163510	-0.9496
MZT1	13	72708357	1.79925
TPTE2P6	13	24408157	0.54664
RBM22P2	13	30539597	-1.70588
NAXD	13	110615460	-1.72211
MIR17HG	13	91347820	-0.46868
SIAH3	13	45777243	1.18217
RP11-151A6.4	13	100535741	1.61036
STK24-AS1	13	98577244	0.62347
RPS4XP16	13	51454164	0.81007
RBM26-AS1	13	79406309	1.85966
UBAC2-AS1	13	99196377	1.95599
ANKRD10-IT1	13	110894639	-2.43852
DLEU2	13	49982552	2.66236
RP11-327P2.5	13	51803838	0.2592
CTAGE3P	13	51908218	3.18939
MCF2L-AS1	13	112967484	0.21004
ARHGEF7-AS2	13	111113812	-0.80041
CPB2-AS1	13	46052806	-0.00132
FRY-AS1	13	32025314	1.38001
CCDC169	13	36222008	0.06475
MRPS31P4	13	52600119	0.86879
METTL21EP	13	102880099	0.65714
TPTE2P1	13	24924677	0.92885
UTP14C	13	52024691	1.19954
LINC00562	13	47930153	2.24004
LINC00565	13	113926514	1.27608
PAN3-AS1	13	28136843	-1.37029
RP11-29G8.3	13	75549773	1.05287
RP11-298P3.4	13	32425358	0.16321
BIVM-ERCC5	13	102807354	0.42443
FGF14-AS2	13	102394630	-0.27494
RP11-290D2.6	13	45340039	1.66346
RP11-93H24.3	13	52651305	-1.88758
RP11-78J21.7	13	52600042	0.34209
RP11-12G12.7	13	100086031	0.69954
RP11-403A3.3	13	109988097	-2.35698
RP11-230F18.5	13	113527260	1.63599
RP11-142E9.1	13	33846190	0.22311
RP11-10E18.7	13	95744726	-1.5238
RP11-380B4.3	13	32782874	-2.51113
RP11-88E10.4	13	112602828	-0.73878
RP11-245D16.4	13	52454775	-1.79702
RP11-172H24.4	13	20699307	2.19435
RP11-139H14.5	13	46117864	0.00132
N4BP2L2-IT2	13	32504506	-4.64868
RP11-327P2.7	13	51813347	-1.22392
ABC13-47488600E17.1	13	113953705	0.0099
MAP3K9	14	70722526	0.52193
POMT2	14	77274956	0.527072
BTBD7	14	93237550	1.190865
MAP4K5	14	50418501	1.886171
ANGEL1	14	76786178	0.503798
CCDC88C	14	91271323	5.045068
MNAT1	14	60734742	-0.095994
ZNF839	14	102317377	-0.045417
SLC39A9	14	69398015	-0.630232
CYP46A1	14	99684304	0.027824
TDP1	14	89954939	-0.685582
SPATA7	14	88384924	2.174071
JKAMP	14	59484443	-0.145483
FOXN3	14	89124871	0.73487
AP5M1	14	57268909	1.212159
GALC	14	87837820	0.900366
ADCK1	14	77800083	0.794685
EML1	14	99737693	1.086419
KIF26A	14	104138723	-1.003446
EXOC5	14	57200507	0.10035
PTPN21	14	88465778	0.896711
ACTN1	14	68874143	0.451013
FERMT2	14	52857268	2.600862
MARK3	14	103385392	1.146252
PSEN1	14	73136418	-2.684729
MOK	14	102224500	-0.833775
HSP90AA1	14	102080738	0.117883
ARG2	14	67619798	-1.738723
L2HGDH	14	50237563	-2.403888
TXNDC16	14	52430590	0.309697
NID2	14	52004803	-0.607585
PPP1R13B	14	103733752	-0.119678
OTUB2	14	94026329	1.297471
GPATCH2L	14	76151916	-0.1297
PAPOLA	14	96501433	0.922486
CCNK	14	99481169	-1.031794
PSME1	14	24136158	-1.929682
PPP2R3C	14	35085467	-0.571987
HAUS4	14	22946228	4.651164
JPH4	14	23568035	-1.148248
SLC7A8	14	23125295	1.585147
OSGEP	14	20446411	1.988374
SLC22A17	14	23346306	-0.866305
RNF31	14	24146683	-0.922533
SCFD1	14	30622112	-0.9507
G2E3	14	30559123	-0.9507
HECTD1	14	31100112	0.924933
HNRNPC	14	21209136	-0.863285
RPGRIP1	14	21287939	0.211708
SUPT16H	14	21351472	1.783591
TOX4	14	21476597	1.324563
TINF2	14	24239643	-0.769822
ABHD4	14	22598237	0.192575
FKBP3	14	45115600	0.881149
RBM23	14	22893206	0.73059
AP4S1	14	31025106	-1.194109
POLE2	14	49643555	0.392255
SOS2	14	50117120	0.779828
NIN	14	50719763	0.10061
PYGL	14	50857891	0.10061
TRIM9	14	50975262	-0.141567
PSMC6	14	52707172	2.847355
CDKN3	14	54396849	0.147491
CNIH1	14	54423560	-1.205913
ATP6V1D	14	67294371	-0.699017
PIGH	14	67581955	0.277028
PSMA3	14	58244831	4.001174
GSTZ1	14	77320884	-0.692757
TMED8	14	77335021	1.021438
SAMD15	14	77376689	0.060185
AHSA1	14	77457870	-0.060185
DAAM1	14	59188646	-3.203059
SPTLC2	14	77505997	-1.311069
RIN3	14	92513774	0.906944
LGMN	14	92703807	1.013401
ALKBH1	14	77672404	0.021721
SNW1	14	77717599	-1.284637
CHGA	14	92923080	1.421945
PPM1A	14	60245752	-3.683037
SIX4	14	60709528	-0.712563
GALNT16	14	69259277	1.614222
ERH	14	69380123	2.320853
SUSD6	14	69611596	0.619921
SRSF5	14	69726900	-0.13926
SLC8A3	14	70044217	0.744358
DICER1	14	95086228	1.163445
ZFYVE21	14	103715730	-2.036566
ZC3H14	14	88562909	-1.203242
GSKIP	14	96363452	-2.538706
VRK1	14	96797304	-2.632048
PSMC1	14	90256495	-0.674707
PAPLN	14	73237497	2.494134
RPS6KA5	14	90847862	-0.005187
PSMB5	14	23016543	3.638001
YY1	14	100238298	0.989669
ACIN1	14	23058564	1.695798
CCNB1IP1	14	20311368	0.858176
APEX1	14	20455191	-1.144869
PABPN1	14	23321289	-0.444444
CINP	14	102341102	0.103558
DHRS2	14	23630115	-2.797659
SRP54	14	34981957	-0.336973
CPNE6	14	24070837	0.421126
CHD8	14	21385194	-0.2096
PCK2	14	24094053	0.021358
KIAA0391	14	35121846	-0.763876
DCAF11	14	24114195	-1.730408
PSMA6	14	35278633	-2.408152
EMC9	14	24138959	0.673556
BRMS1L	14	35826318	-0.109022
TM9SF1	14	24189143	1.468197
SEC23A	14	39031919	0.130527
GMPR2	14	24232422	-2.044538
NFATC4	14	24365673	-0.899903
PGF	14	74941834	-1.181927
IFI27L2	14	94127779	-0.079938
BBOF1	14	74019353	-3.130694
NEK9	14	75079353	-1.425819
IFT43	14	75902136	-1.698698
NPC2	14	74476192	0.9057
DNAL1	14	73644875	-0.026423
IRF2BPL	14	77024543	-0.519672
ACOT2	14	73567620	0.794064
LTBP2	14	74498170	-9.614456
MLH3	14	75013764	-0.642016
TTLL5	14	75633625	0.600632
DLST	14	74881891	-3.316447
PPP4R4	14	94146128	-0.288377
TGFB3	14	75958099	1.831266
ZC2HC1C	14	75064170	0.35345
SLIRP	14	77708071	-1.216326
RBM25	14	73058436	-0.379204
COQ6	14	73949926	-1.143534
ATP5S	14	50312326	1.707589
MAX	14	65006174	-2.417828
KLC1	14	103561896	0.729846
XRCC3	14	103697609	-1.550539
PCNX4	14	60091911	-1.498991
KTN1	14	55559072	-0.589119
RHOJ	14	63204114	-2.785237
L3HYPDH	14	59460363	0.181231
HSPA2	14	64535905	-2.673767
NGDN	14	23469688	0.820608
ADCY4	14	24318349	1.38553
BCL2L2	14	23298790	-1.664955
DTD2	14	31446036	1.195087
PARP2	14	20343582	0.551179
HEATR5A	14	31291791	0.084337
SNX6	14	34561094	-0.307311
EAPP	14	34515929	-1.155074
EGLN3	14	33924231	-0.13178
MIS18BP1	14	45203190	-0.288789
NRL	14	24080107	0.524034
NEDD8	14	24216852	-0.306618
DAD1	14	22564905	2.445443
TEP1	14	20365667	-1.589056
TRAF3	14	102777476	-0.338712
C14orf1	14	75649791	1.425819
C14orf159	14	91060333	-0.064102
UNC79	14	93333219	-0.981315
NUMB	14	73275107	-1.470838
COX16	14	70325081	1.273721
TTC9	14	70641787	-1.436378
MED6	14	70581257	-1.273721
EIF2S1	14	67359997	-0.724903
ADAM20	14	70522358	0.234113
TTC5	14	20256558	-0.033064
ZFHX2	14	23520855	2.033329
SSTR1	14	38207999	-0.143216
CBLN3	14	24426532	-0.127563
NOVA1	14	26443093	0.784381
MDGA2	14	46839629	1.751619
TMX1	14	51240162	0.518148
FRMD6	14	51489100	-1.013976
RTN1	14	59595976	0.120271
C14orf37	14	57999735	0.068223
SYT16	14	61811974	1.091996
SLC38A6	14	60981114	-3.683037
NAA30	14	57390544	-1.139632
RDH12	14	67701886	-2.812379
DCAF5	14	69050881	-1.924958
RAB15	14	64945814	-2.851814
STON2	14	81260656	-0.545059
JDP2	14	75427716	0.250543
AK7	14	96392111	-0.134094
SLC24A4	14	92322581	0.016972
C14orf79	14	104985775	0.93258
WDR20	14	102139503	-0.64727
AKT1	14	104769349	-0.795396
CTAGE5	14	39265284	1.753551
FAM177A1	14	35044907	-1.212941
MBIP	14	36298558	-0.430375
MIPOL1	14	37197913	0.526165
NUBPL	14	31489956	-1.451925
VIPAS39	14	77426675	-0.693917
SAV1	14	50632058	1.161462
SLC35F4	14	57563922	-2.083039
OXA1L	14	22766522	1.316311
SLC7A7	14	22773222	-2.523673
ELMSAN1	14	73715122	0.272024
ANKRD9	14	102501760	0.103558
C14orf2	14	103912288	-0.796382
TDRD9	14	103928462	1.465864
DHRS4	14	23953586	1.280574
DHRS1	14	24290598	1.501168
FBXO33	14	39397669	1.307681
LRFN5	14	41607570	1.710676
SPTSSA	14	34432789	-1.457435
LRR1	14	49598697	0.419423
RPL36AL	14	49618519	-0.177848
KLHDC2	14	49767608	-0.232155
EML5	14	88612431	0.024137
NEMF	14	49782083	-0.441884
ARF6	14	49893092	2.615631
TTC8	14	88824153	1.50778
TMEM63C	14	77116568	-0.605443
NGB	14	77265483	1.547671
NOXRED1	14	77394021	-0.060185
OTX2	14	56799905	-1.425236
DACT1	14	58633967	0.377447
TMEM55B	14	20457719	-1.362891
METTL17	14	20989770	0.019115
SLC39A2	14	20999255	0.049997
NDRG2	14	21016763	-1.031942
ARHGEF40	14	21070270	0.865322
METTL3	14	21498133	-0.550665
SALL2	14	21521081	-0.596536
ISCA2	14	74493720	-6.303319
CPSF2	14	92121937	-0.600758
MOAP1	14	93182196	0.048752
IFI27L1	14	94081282	-0.188422
IFI27	14	94104836	0.152338
CLMN	14	95181940	1.16672
CMTM5	14	23376808	3.800019
CKB	14	103519659	1.235298
TRMT61A	14	103529184	-1.280705
PLD4	14	104924816	0.839097
INSM2	14	35534042	-1.628628
STXBP6	14	24809656	-3.364667
RNASE2	14	20955452	-0.03321
RNASE3	14	20891399	0.392944
C14orf142	14	93202894	-1.030594
C14orf169	14	73490964	0.146019
MRPL52	14	22829879	1.901431
CLEC14A	14	38254103	-2.229472
SYNE3	14	95407266	-1.865767
WDR25	14	100376418	0.572655
ZDHHC22	14	77131270	0.54053
FBXO34	14	55271303	-0.580913
C14orf39	14	60396469	-7.202366
ZBTB42	14	104800596	-1.158693
AKAP5	14	64465499	-1.515207
C14orf119	14	23094765	-0.210419
GPR135	14	59429022	-1.112887
HHIPL1	14	99645110	0.398521
TRAPPC6B	14	39147811	-0.378028
GLRX5	14	95533503	-1.747501
RGS6	14	71932439	-1.089287
CRIP2	14	105472962	-0.866826
SLC25A21	14	36678431	1.122791
BEGAIN	14	100537147	-0.726224
NDUFB1	14	92116122	3.054523
NUDT14	14	105172938	-0.929448
ACOT1	14	73537114	-0.594677
PRKD1	14	29576479	-0.261183
BTBD6	14	105248490	-0.818834
JAG2	14	105140981	-0.491286
SIVA1	14	104753100	-0.081905
BRF1	14	105209286	1.019006
ADSSL1	14	104724186	0.066511
PRPF39	14	45084099	0.096218
AHNAK2	14	104937244	0.696411
LINC00643	14	62114353	-1.360309
KTN1-AS1	14	55499278	-0.589119
CARMIL3	14	24052000	0.021358
ENTPD5	14	73958010	-1.995008
DHRS4L2	14	23969874	-1.260216
SERPINA5	14	94561442	1.869508
SERPINA3	14	94612384	0.512221
IPO4	14	24180219	-0.626958
TECPR2	14	102362963	0.790622
NOP9	14	24299862	-1.405533
GMFB	14	54474484	1.482507
DYNC1H1	14	101964528	0.515301
SLC25A29	14	100291111	0.022827
LRP10	14	22871613	-0.762733
DIO3	14	101561351	-0.813034
ERO1A	14	52639916	-2.788235
RPS6KL1	14	74903954	-2.136091
STYX	14	52730180	5.356342
ATL1	14	50532509	-2.553316
WDHD1	14	54938950	0.580929
CALM1	14	90396502	-0.861488
FAM179B	14	44962208	-0.76039
SMOC1	14	69854131	1.756735
PNP	14	20468954	0.173003
CIPC	14	77098097	-0.759249
RP11-497E19.1	14	85524432	-0.920955
LIN52	14	74084796	-0.288591
DPF3	14	72619296	-0.46122
DIO2	14	80197527	3.838365
SYNJ2BP	14	70366496	2.187372
RPS29	14	49570984	-0.005542
LTB4R	14	24311450	-1.405533
LTB4R2	14	24305734	-1.405533
AP1G2	14	23559565	0.577376
ANG	14	20684177	1.744842
DHRS4-AS1	14	23938731	1.248892
MEG9	14	101069911	-2.116281
YBX1P1	14	66012830	0.899845
C14orf132	14	96039324	-0.07362
RD3L	14	103940426	-0.796382
DICER1-AS1	14	95157645	2.587255
RPL7AP6	14	69885340	-0.486282
RPL3P3	14	56978409	-1.960098
RPL32P29	14	49577392	0.419423
LINC01296	14	19284653	-0.015907
CTD-2540L5.6	14	70608798	-2.902083
SNHG10	14	95532297	0.872209
RP11-543C4.1	14	99604556	1.245332
TUNAR	14	95876392	1.982251
RP11-47I22.2	14	61556313	-2.800671
RP11-521B24.3	14	105416884	-0.066004
NEDD8-MDP1	14	24213955	-2.73521
APOPT1	14	103562962	-1.244478
RP11-73M18.2	14	103562962	0.466484
FNTB	14	64986720	2.30517
RP11-44N21.1	14	105093609	0.000583
LINC00641	14	21200079	-0.420957
RP11-84C10.4	14	20995837	0.428623
DIO3OS	14	101552221	0.238277
AC005519.4	14	74289127	0.451098
RP11-488C13.7	14	76778952	-0.621914
RP11-134E15.1	14	32241524	0.393701
BCL2L2-PABPN1	14	23306835	0.116725
SYNJ2BP-COX16	14	70326064	-1.072228
ARHGAP5-AS1	14	32074946	1.654872
HIF1A-AS2	14	61715558	-1.562136
RP11-11K13.1	14	82788478	1.138859
LINC00871	14	45940943	-0.025248
LINC00638	14	104821201	0.86747
SLC25A21-AS1	14	37171888	2.817783
RP11-66N24.3	14	23561097	-0.508886
RP11-1085N6.5	14	56817570	-1.520806
RP11-507K2.3	14	88551597	2.277121
RNASE4	14	20684100	0.856802
CTD-2555O16.2	14	64422935	-4.543353
TMEM179	14	104474678	0.257271
RP11-907D1.1	14	97110416	0.287492
CTD-2325P2.4	14	68627166	3.058999
AL157871.2	14	100279959	0.304571
RP5-1021I20.1	14	73787360	4.032875
LINC00648	14	47764954	0.777453
RP11-298I3.5	14	22946270	4.651164
RP11-1085N6.3	14	56648965	0.153205
RP6-65G23.3	14	70810205	0.323135
ADAM20P1	14	70468881	0.27539
RP11-903H12.5	14	20684587	0.523753
THTPA	14	23555988	-0.508886
RP11-468E2.4	14	24151218	2.318605
RP11-45P15.4	14	103331674	1.020075
RP11-999E24.3	14	57993545	-0.166258
RP11-872J21.3	14	96500810	0.040847
RP11-73M18.8	14	103696353	0.329272
CTD-2555O16.4	14	64440369	-1.518819
RP11-976B16.1	14	88819608	-1.195067
RP11-471B22.3	14	90383365	0.861488
RP11-872J21.5	14	96537170	-1.964382
RP11-468E2.10	14	24198433	-0.722528
RPPH1	14	20343075	0.920535
RP11-507K2.6	14	88589231	-0.286265
RP11-468E2.11	14	24201612	1.040993
RP11-521B24.4	14	105370418	1.278408
RP11-950C14.10	14	75011269	0.230576
RP11-298I3.6	14	23023083	-2.849035
CTD-2525P14.5	14	69357010	1.614222
RP11-298I3.3	14	23005499	0.260546
AQR	15	34851782	1.254215
SNX1	15	64094123	-0.129573
PIAS1	15	68054179	1.175164
APBA2	15	28884483	-0.005954
DAPK2	15	63907036	1.60129
PSMA4	15	78540405	-1.386392
FAM214A	15	52581317	0.949141
RASGRF1	15	78959947	2.779264
BTBD1	15	83016422	0.950514
MYO9A	15	71822289	0.154568
STOML1	15	73978923	-0.451631
MEF2A	15	99565417	-1.09795
RORA	15	60488284	-1.143082
NEDD4	15	55826922	1.87488
MAPK6	15	51952106	0.495983
GNB5	15	52115105	2.240833
PDE8A	15	84980440	0.710988
SLC24A1	15	65611366	0.273879
HACD3	15	65530418	1.556208
SLC12A1	15	48191664	-1.137817
CHRNA3	15	78593052	1.89841
ZFAND6	15	80059568	-0.946257
SPG21	15	64963021	-1.690972
TRPM7	15	50552473	1.477583
WDR76	15	43826963	0.495095
CAPN3	15	42359500	-1.787881
AAGAB	15	67201033	0.976393
IQCH	15	67254800	-1.836808
LACTB	15	63121800	0.675333
CORO2B	15	68578969	-0.874711
CSK	15	74782057	-2.318515
TRIP4	15	64387748	-1.947767
MTFMT	15	65001512	2.034588
CTSH	15	78921058	-0.385248
TTC23	15	99136323	-0.12906
HOMER2	15	82836946	-0.496098
EHD4	15	41895939	-1.981665
ZNF106	15	42412823	1.478416
CEP152	15	48712928	-0.348136
ATP8B4	15	49858238	-1.039815
DTWD1	15	49620980	1.141649
SPG11	15	44562696	-0.059971
VPS18	15	40894430	-0.25514
BLOC1S6	15	45587123	-1.77935
MYEF2	15	48134631	-1.152069
UBE3A	15	25333728	-1.00758
EMC4	15	34224999	-1.10123
EIF2AK4	15	39934146	-1.020306
MYO5C	15	52192322	0.457555
TMOD2	15	51751561	-0.9297
TTBK2	15	42738734	-0.61573
ELL3	15	43772600	1.478416
ICE2	15	60419609	-1.105607
DLL4	15	40929340	2.820248
ALDH1A2	15	57953424	0.441368
FAM63B	15	58771192	2.221615
DUT	15	48331011	0.035413
CHAC1	15	40952962	-0.311477
CLN6	15	68206992	2.058873
ARPP19	15	52547045	0.573403
VPS13C	15	61852389	1.821931
CALML4	15	68190705	-1.175164
ISLR	15	74173671	5.794195
THAP10	15	70881342	0.428252
LOXL1	15	73925989	-4.520774
SNRPA1	15	101281510	3.667419
MEIS2	15	36889204	2.216116
KATNBL1	15	34140674	0.707539
TRPM1	15	31001061	-1.055479
IREB2	15	78437431	-1.162087
ALPK3	15	84816680	-0.198251
CIB2	15	78104606	0.50689
MAP2K5	15	67542709	-1.736091
UNC13C	15	54012904	0.551317
SQRDL	15	45631148	-0.86483
THBS1	15	39581079	3.065094
MAPKBP1	15	41774434	0.619294
NUSAP1	15	41332694	0.607757
KIF23	15	69414246	-1.256051
HAUS2	15	42548810	0.495095
PARP6	15	72241181	0.660242
PAQR5	15	69298947	0.006038
LRRC49	15	70853239	2.742385
TUBGCP4	15	43369221	1.646912
UACA	15	70654554	0.108049
SMAD6	15	66702228	7.283925
TMEM62	15	43123279	0.67995
ZNF280D	15	56630181	-6.993599
SEMA6D	15	47184101	-1.209551
RSL24D1	15	55180806	-0.60873
SPTBN5	15	41848144	1.198519
GCOM1	15	57591908	-1.625344
GCHFR	15	40764020	-0.466347
MNS1	15	56421544	0.04252
TMOD3	15	51829628	2.600995
SPPL2A	15	50702266	1.581238
GLCE	15	69160584	1.438885
SHF	15	45167214	-0.284673
APH1B	15	63276018	-0.033587
PARP16	15	65234460	1.494753
HCN4	15	73319859	2.15132
SEMA7A	15	74409289	-0.308029
MFAP1	15	43804492	-1.296352
SORD	15	45023104	0.764319
SERF2	15	43777087	1.430946
SLC27A2	15	50182196	-1.160512
HDC	15	50241947	0.925357
BNIP2	15	59659146	-3.587884
GTF2A2	15	59638062	-3.019714
DISP2	15	40358235	-1.789209
TLE3	15	70047790	1.311974
UBE2Q2	15	75843285	-2.039025
ETFA	15	76215355	-0.008042
SCAPER	15	76347904	1.036935
WDR61	15	78277835	-0.53956
NEIL1	15	75346955	1.686983
DNAJA4	15	78264086	-0.410318
MESDC1	15	81000944	-0.180287
TPM1	15	63042632	0.930298
ARRDC4	15	97960698	0.233384
CYP11A1	15	74337759	0.272209
PML	15	73994673	-4.128798
LINS1	15	100559369	-0.54861
PCSK6	15	101297142	-1.213105
HAPLN3	15	88877288	1.855756
POLG	15	89305198	0.000212
RLBP1	15	89209869	0.40036
FANCI	15	89243949	-0.508267
ABHD2	15	89087459	-0.000212
WDR93	15	89690797	-2.229835
DET1	15	88494440	-0.269824
ZNF710	15	90001392	0.991783
UNC45A	15	90930180	0.343209
ST8SIA2	15	92393828	-1.863102
MCTP2	15	94231538	-0.227393
FURIN	15	90868592	0.332033
IQGAP1	15	90388218	-2.538606
CRTC3	15	90529925	-0.289055
EFL1	15	82130230	-0.513744
SEC11A	15	84669538	-1.836531
FSIP1	15	39600031	-0.641365
LRRK1	15	100919215	0.956578
CFAP161	15	81007033	1.243823
GALK2	15	49155656	-0.441392
FAM81A	15	59372693	-0.349408
MYO1E	15	59132434	-0.555101
AP3S2	15	89830599	2.359587
MEGF11	15	65895079	-1.386193
GJD2	15	34751032	0.340159
GOLGA6A	15	74069857	-5.552964
PLA2G4D	15	42067009	-0.260005
STARD9	15	42575659	0.474918
ISL2	15	76336724	-0.998146
GPR176	15	39799032	3.207867
RAB8B	15	63189469	0.093443
RPUSD2	15	40569300	0.46204
ZFYVE19	15	40807086	-0.563712
SPINT1	15	40844018	-0.848579
LARP6	15	70829130	2.789934
SENP8	15	72114258	3.346583
GABRB3	15	26543546	0.1972
ARIH1	15	72474326	-0.969742
FAM227B	15	49326962	0.883919
IDH3A	15	78131498	-0.236895
WDR72	15	53513741	-1.105358
PRTG	15	55611546	-0.393705
RP11-382A20.3	15	83112738	-1.114429
TMED3	15	79311062	0.23371
CHRFAM7A	15	30357766	0.034672
B2M	15	44711477	-0.798249
CASC4	15	44288729	0.926955
STRCP1	15	43699488	1.679849
KIF7	15	89608789	-1.688559
ANKDD1A	15	64911902	2.874354
C15orf48	15	45430529	-0.645903
DIS3L	15	66293217	0.840766
CCNDBP1	15	43185118	0.518965
MAP1A	15	43510958	0.049443
PDIA3	15	43746392	0.534099
PPIP5K1	15	43533462	0.099023
ADAL	15	43330674	-0.455562
JMJD7-PLA2G4B	15	41828095	-2.143575
MAP2K1	15	66386817	-0.840766
KIAA1024	15	79432516	-0.424202
SIN3A	15	75369379	3.132872
BNC1	15	83255903	-0.609902
C15orf40	15	82988441	-0.138551
FAM103A1	15	82986207	-2.362554
CHRNA5	15	78565520	0.264055
NRG4	15	75935969	-0.849561
TMEM266	15	76059837	-0.231765
LINGO1	15	77613027	-0.433931
KLF13	15	31326855	-1.771173
AKAP13	15	85380571	1.425079
SPATA5L1	15	45402331	-2.062818
GATM	15	45361124	1.318258
TLN2	15	62390526	0.931634
STARD5	15	81309053	1.583611
IL16	15	81159575	-1.013664
ARNT2	15	80404350	0.051904
RASGRP1	15	38488103	0.647797
PEAK1	15	77100656	0.198009
CHD2	15	92900189	-1.811072
RP11-23P13.6	15	41892793	-0.339898
MGA	15	41621224	-1.583146
ZWILCH	15	66504959	0.086533
SNAPC5	15	66490135	-0.259821
DENND4A	15	65658046	-1.484481
IGDCC3	15	65327127	2.602045
GRAMD2	15	72159807	-1.876893
CHRNA7	15	31923438	-0.518293
ZSCAN2	15	84600986	-1.936447
LPCAT4	15	34358618	-0.923269
SLCO3A1	15	91853695	1.109489
SCAND2P	15	84631451	-0.703969
WDR73	15	84639281	-0.398291
GOLGA8Q	15	30552078	0.94695
RPP25	15	74954416	1.686983
FAM219B	15	74899987	-0.174784
EDC3	15	74630558	5.452694
CLK3	15	74598500	-2.587748
ARID3B	15	74541177	2.372763
MKRN3	15	23565678	-0.448939
ZNF609	15	64460742	-0.376915
RFX7	15	56087280	1.035909
MRPS11	15	88467453	-1.245431
IDH2	15	90083045	0.104715
NOP10	15	34341713	-1.10123
RGMA	15	93035273	4.830121
SYNM	15	99098217	0.512724
GABRG3	15	26971282	-0.649942
DNM1P46	15	99790156	-0.243344
PGBD4	15	34102073	1.676224
FES	15	90883695	0.056319
NDN	15	23685400	0.635913
NGRN	15	90265659	0.807476
LYSMD4	15	99715697	-0.628244
GDPGP1	15	90233808	-0.994484
ASB7	15	100602534	5.299445
KLHL25	15	85759323	-0.099538
VPS33B	15	90998416	0.343209
ALDH1A3	15	100877714	1.812829
TM2D3	15	101621444	0.494305
SEMA4B	15	90160604	-1.760331
CIB1	15	90229975	-0.674139
RPS27L	15	63125872	-0.269947
TARSL2	15	101653598	0.606388
FAM174B	15	92617443	1.084655
NR2F2	15	96325938	-1.878271
WASH3P	15	101961603	-0.508614
SHC4	15	48823735	-0.747868
MORF4L1	15	78810487	-0.605177
TRIM69	15	44728988	-0.754144
GLDN	15	51341629	2.579735
THSD4	15	71096952	-1.331571
ARHGAP11B	15	30624494	0.596262
MESP2	15	89760591	-1.092671
HYKK	15	78507564	-2.405656
C15orf52	15	40331452	1.730063
SAXO2	15	82262810	-1.947716
SKOR1	15	67819704	-2.151841
TMC3	15	81331217	0.442865
C15orf61	15	67521068	-0.299322
MAN2A2	15	90902218	0.582835
BLM	15	90717327	0.332033
MYO5A	15	52307283	-0.778208
NMB	15	84655129	-0.097453
ZNF770	15	34978341	-1.106477
SCAMP5	15	74957219	0.298549
ARHGAP11A	15	32615144	1.857021
PRC1	15	90966038	-1.102963
C15orf59	15	73735431	1.521118
CATSPER2P1	15	43726918	1.107811
GOLGA8O	15	32445106	-1.857021
HERC2P9	15	28589492	0.228651
ATP10A	15	25677273	-1.439699
HEXA	15	72340919	2.364939
GANC	15	42273233	-3.453326
RP11-701H24.9	15	24955034	0.983467
